averagerank.wholebrain,finalrank.wholebrain,finalrank.wholebrain.zscore,averagerank.hemisphere,finalrank.hemisphere
35747.5,39992,0.599705738103275,17635.9,19549
35468.3,39430,0.566937800247649,17513.2,19275
37612,43785.5,0.820889318628751,18586.6,21549.5
37867.6,44282,0.849838217463836,18683,21752
38400.1,45317,0.910184864582294,19091.45,22459
37747.8,44038,0.835611568288084,18763.9,21893.5
38690.7,45889,0.943535861830368,19231.8,22742
37794.2,44127,0.840800796880879,18667.4,21723
37548.55,43667,0.813980064828232,18676.35,21742
36888.65,42396,0.739873216047981,18330.25,21048.5
37477.3,43533,0.806167068969417,18619,21612
37780.3,44103.5,0.839430607308624,18763.9,21893.5
38669.4,45852,0.941378542078308,19202.8,22680
39091.15,46705,0.991113508254195,19279.85,22820
39403,47340,1.0281377796747,19442.6,23136
39635.3,47766,1.05297610979302,19502.4,23271
39917.9,48279,1.08288705662565,19650.2,23585
38732.1,45964,0.947908807273735,19234.7,22747.5
38705.2,45922,0.94545995782545,19216.5,22706
36314.5,41209,0.670664066164302,18002.4,20391
35000.75,38449,0.509739673848416,17460.7,19167
34833.35,38084,0.488458006024033,17370.85,18933
16129.7,7138,-1.31587758984821,8165.6,3675
18150.4,9714,-1.16568149035338,9163.8,4889
19905.1,11979,-1.03361853796372,10049.7,6160
18946.15,10696,-1.10842505801491,9522.35,5360
19451.25,11360,-1.0697099143563,9751.55,5690
21458.6,14343,-0.895783297588807,10770.1,7296
19345.7,11220,-1.07787274585059,9718.15,5644
19186.55,11020,-1.08953393369956,9600.55,5468
19498.35,11421,-1.06615325206236,9769.55,5720
19894.35,11966,-1.0343765151739,9967.35,6024
21084.5,13744,-0.930708555196493,10575.5,7009
21388.6,14244,-0.90155558557405,10739,7241.5
21968.35,15153,-0.848555486800449,11001.55,7668
22640.35,16328,-0.780046008187708,11301.45,8205
23974.45,18588,-0.648274585494265,12028.55,9488
25948.45,21784,-0.46192880366761,12993,11035
27301.55,24000,-0.332722842300942,13661.75,12062
29257.1,27400.5,-0.134453495898707,14617.05,13570.5
31291.1,30984,0.0744858373853419,15568.35,15167
33180.55,34545,0.282113287036381,16306.7,16553
32875.2,33906,0.244855791858899,16153.55,16260
32559.15,33266,0.207539990742172,15996.55,15976
32865.05,33880,0.243339837438532,16116.4,16193.5
32726.95,33582,0.225964667543556,16033.2,16043
32999.95,34164,0.259898724184079,16190.35,16337
34034.8,36329,0.386131082649258,16715,17448
34422,37180,0.435749436946656,16910.6,17899
35049.7,38566,0.516561468740068,17209.8,18564
35566.35,39621.5,0.578103387613045,17506.75,19260
34448,37239,0.439189487362104,17089.1,18291
34886.6,38208.5,0.495717095460021,17317.1,18808
36260,41101,0.664367024725854,17900.3,20154.5
39164.8,46859.5,1.00012177586753,19339.6,22922
39232.35,46988,1.0076140890605,19362.85,22975
39370.45,47276,1.02440619956303,19575.85,23419
37413.2,43403,0.798587296867582,18592.4,21559
38180.1,44907,0.88627942949189,18973.9,22239
38069.9,44702,0.874326711946689,18921.7,22145
36973.25,42572,0.750135061355081,18394.95,21167
36330.4,41252,0.673171221551832,18060.4,20517
36097.2,40747,0.643726722233164,17935.7,20241
36565.5,41750,0.702207579295785,18147.1,20713
38503.85,45511,0.921496216795801,18974.65,22241
38461.05,45428,0.916656823838476,18960.25,22219
38968.3,46467.5,0.977265847683535,19180.6,22630
39590.4,47672,1.047495351504,19493,23246
39822.4,48090,1.07186723410836,19610.9,23495
38834.8,46190.5,0.961115102512701,19299.3,22854.5
38686,45881,0.943069414316409,19215.9,22704
35895.45,40305,0.617955497086925,17806.95,19918
35920.85,40357,0.620987405927659,17817.85,19941
34866.1,38159,0.492830951467399,17392.15,18984
18798.55,10530,-1.11810384392956,9492.05,5328
20048.1,12196,-1.02096614914758,10101.8,6255
20693.65,13130,-0.966508401892853,10401.45,6738
20723.05,13178,-0.963709716809099,10375.05,6693
21564.8,14508,-0.8861628176134,10824.9,7392
20921.35,13477,-0.946276240974878,10520.45,6912
19750.65,11775,-1.04551294956967,9918.35,5940
19382.8,11272,-1.07484083700985,9676.3,5581
19607.35,11571,-1.05740736117563,9859.35,5853
20626.6,13037,-0.971930854242628,10356.9,6659
21265.9,14033,-0.913858138754721,10649.3,7112
22198.4,15568,-0.824358522013821,11076.5,7807
23376.85,17632,-0.704015063412377,11682.7,8933
24327.85,19177,-0.613932387279028,12144.85,9693
25830.1,21596,-0.472890320245648,12922.3,10937
28779.9,26598,-0.181244012142728,14313.4,13090.5
29469.15,27782,-0.112209780076783,14729.2,13750
31321,31036,0.077517746226076,15584.55,15205
32477.7,33080,0.196695086042623,15998.65,15981
29466.45,27778,-0.112443003833763,14704.4,13714
32254.15,32668,0.17267303907373,15997.25,15979
33280.7,34752,0.294182616460072,16402.75,16763
33582.7,35345,0.32875803843229,16473.75,16929
33229.05,34656,0.288585246292563,16307.4,16555
33656.65,35511,0.338436824346941,16526.25,17036
34470.2,37283,0.441754948688879,16916.1,17919.5
35068.9,38605,0.518835400370618,17215.4,18576
35138.9,38735,0.526415172472454,17325.5,18830
33958.05,36164,0.376510602673852,16826.2,17703
34493.5,37331,0.444553633772634,17095.6,18302
35814.35,40139.5,0.608305864141896,17616.85,19508
37146.3,42907,0.769667551002118,18331,21053
38772.75,46041,0.952398364595591,19129.95,22524
38587.6,45709,0.933040792766289,19036.05,22362
38449.05,45401,0.915082563478864,18937.35,22181
38651.8,45819,0.939454446083226,19215.2,22701
37694.25,43939,0.829839280302841,18753.85,21876
36409.35,41423,0.683141537162707,18104.95,20608
35254.1,38983,0.540875045405185,17499.25,19249
34715.95,37825,0.473356767759607,17221.45,18587
35697.05,39887,0.593583614482562,17688.75,19656
39287.35,47098,1.01402774237744,19438.85,23131
39626.35,47746,1.05180999100812,19627.55,23534
39300.5,47124,1.0155436967978,19401,23051
39153.5,46834,0.998634974416786,19330.2,22908
36861.05,42332,0.736141635936309,18427.05,21238
37087.1,42776,0.762029472961038,18538.8,21461
38980.15,46496,0.978927566952014,19391.05,23033.5
39168.05,46865,1.00044245853338,19469.75,23190
36234.1,41052,0.661510033702855,18001.2,20388
33115.15,34413,0.274416903056056,16518,17017
20983.1,13586,-0.939920893597185,10566.8,6991
21337,14163,-0.906278366652886,10712.9,7202
21530.35,14459,-0.8890198086364,10806.45,7349
21721.95,14768,-0.87100327340973,10892.85,7491
21285.45,14073,-0.911525901184926,10625.55,7073
19941.8,12038,-1.03017848754827,9962.1,6014.5
19696.85,11715,-1.04901130592437,9848.25,5833
20012.75,12144.5,-1.02396890501869,10028.85,6117
20276.05,12509,-1.00271639016393,10187.15,6400.5
20464.45,12790,-0.986332421236115,10267.55,6506
21760.4,14823,-0.867796446751261,10917.2,7533
23091.25,17120,-0.733867704305758,11570.55,8709
24556.65,19570,-0.591018153155787,12272.05,9908
26081.65,22010,-0.448751661398265,13021.25,11091
28140.6,25462,-0.247479559124919,14077,12736
28543.05,26171,-0.206140648200295,14278.45,13031
28166.2,25496,-0.245497157190593,14106.45,12784
28005,25221,-0.261531290482936,13997.05,12599
28592.2,26261,-0.200893113668255,14264.65,13008.5
32180,32557,0.166201079817548,15956.15,15902
32554.65,33259,0.207131849167458,16156.8,16268
32322.25,32800,0.180369423054055,16161.2,16282
35322.75,39122,0.548979570960225,17391.5,18983
34470.95,37285,0.441871560567369,16931.4,17947
34968.65,38384,0.505949787797499,17179.5,18503.5
35594,39673,0.581106143484157,17481.15,19218
35061.6,38589,0.5179025053427,17273.6,18706
33842.7,35913,0.361875811923385,16671.8,17364
34782.95,37963,0.481402987375402,17085.25,18278
36635.25,41871,0.709262597944416,18014.75,20420
36824.6,42247,0.731185631100493,18115.5,20640
37864.8,44278,0.849604993706857,18666,21719
38489.35,45481,0.919747038618455,18976.15,22243
38315.65,45167,0.901438973695561,18857.25,22030
38812.25,46138,0.958054040702345,19124.35,22514
37249.2,43098,0.780803985397891,18462.4,21308
36783.45,42168,0.726579461900147,18274.45,20956
34591.15,37546,0.457089410710284,17155.15,18447
33778.45,35764,0.353188226975897,16749.75,17534
32065.25,32364,0.154948033543285,15837,15670
33966.6,36181,0.377501803641015,16761.35,17555
38311.55,45160,0.901030832120846,18988.9,22270
38480.7,45464,0.918755837651292,19005.75,22307
39003.3,46547,0.981901169853503,19278.05,22813.5
36702.25,41996,0.716550840350027,18350.5,21087
36905.7,42443,0.742613595192491,18444.85,21278
36454.95,41515,0.688505683573237,18227.2,20869
37004.6,42630,0.753516805831285,18491.15,21363
36311.25,41200.5,0.67016846568072,18112.85,20630
32404.5,32945,0.188823784244563,16168.3,16295
23587.3,17982,-0.683607984676666,11857.5,9205
23198.55,17303,-0.723197717423944,11648.45,8870
22510.6,16096,-0.793572986092521,11297,8200
22211.05,15594,-0.822842567593454,11139.65,7922
20745.65,13221,-0.961202561421569,10365.95,6677
19487.55,11406,-1.06702784115104,9731.85,5661
19623.15,11600,-1.05571648893753,9793.25,5743
20245.2,12463,-1.00539846336919,10145.9,6326
20313.1,12554,-1.00009262289791,10175.9,6369
20751.25,13232,-0.960561196089875,10382.55,6705
22074.7,15336.5,-0.837856346949012,11032.2,7718
23439.05,17732,-0.698184469487888,11722.05,8993
23998.3,18632,-0.64570912416749,11973.8,9406
27083.2,23675,-0.35167227255553,13545.4,11897
27858.8,24991,-0.27494165650926,13919.3,12469
28094.85,25379,-0.252318952082244,14027.8,12654
27450.9,24247,-0.318321275307455,13717.95,12136
29213.65,27333,-0.138389146797737,14561.2,13480.5
30703.9,29936,0.0133812130567013,15333.35,14777
30781.6,30068,0.0210775970370263,15376.45,14846.5
31331.65,31061,0.0789753947071981,15648.8,15316
32401.8,32938,0.188415642669849,16174.85,16313
36557,41725,0.700749930814663,17999.05,20383
35593.65,39670,0.580931225666422,17495.2,19245
35352.85,39178,0.552244703557938,17384.8,18968
35191,38845,0.532828825789391,17322.95,18817.5
33995,36251,0.381583219388157,16731.35,17483.5
34858.55,38143,0.491898056439481,17109.7,18345
35560.85,39609,0.577374563372484,17477.4,19206
35942.45,40408.5,0.62399016179877,17670.6,19616
35815.1,40144,0.608568240868498,17606.75,19488
38348.1,45216.5,0.904325117688182,18893.5,22100
38474.05,45451,0.917997860441108,18936.85,22179
37467.2,43518,0.805292479880743,18553.9,21486
38306.8,45145,0.900156243032173,18996.6,22291
37909.05,44365,0.854677610421162,18797.75,21940
33593.95,35359,0.329574321581718,16614.5,17242
33274.25,34742.5,0.293628710037246,16488.2,16953
32337.25,32819,0.181477235899708,15971.15,15932
31946.85,32165,0.143345151633552,15750.6,15504
33080.4,34329,0.269519204159486,16477.35,16938
35422.9,39333,0.561282124140896,17723.95,19733
36160.45,40885.5,0.651802094818581,18102.4,20602
37039.2,42695,0.757306691882202,18523.45,21429
37201.25,43008,0.775556450865852,18598,21568.5
36399.3,41396,0.681567276803095,18207.45,20837
36858.45,42324,0.73567518842235,18451.9,21293
34252.7,36791,0.413068426580395,17091.55,18295
31103.55,30618,0.0531458636217136,15520.8,15083
24489.9,19465,-0.5971402767765,12245.1,9857
24527.6,19523,-0.593758532300297,12275.9,9911
23366,17611,-0.705239488136519,11690.9,8947
22147.6,15463,-0.830480645634534,11088.4,7824
20971.75,13562,-0.941320236139063,10454.45,6804
18819.45,10553,-1.11676280732692,9383.05,5170
19715.8,11739,-1.04761196338249,9885.4,5893
20233.1,12445,-1.0064479702756,10122.2,6287.5
20073,12228,-1.01910035909174,10011.5,6087
20697.9,13139,-0.965983648439649,10326.7,6610
22221.35,15610,-0.821909672565536,11073.85,7799
23099.1,17135,-0.732993115217085,11508.6,8606
24328.75,19181,-0.613699163522048,12100.05,9608.5
25433.1,20974.5,-0.509127461486345,12625.4,10470
26242.3,22258,-0.434291788465534,13032.45,11110
29376.9,27616,-0.121888565991434,14647.95,13625
28925.1,26831,-0.16765872829867,14447.05,13301
31114.15,30640,0.0544285942851011,15539.7,15121
31454.65,31264,0.09081150037391,15717.1,15453
33615.8,35414,0.332781148240187,16691.85,17410
34155.4,36598,0.401815380306132,16953.45,17997
35126.6,38711,0.525015829930576,17433.05,19094
37335.8,43258,0.790132935677073,18374.05,21121
36562.65,41742,0.701741131781826,18004.3,20393
35933.75,40388,0.62279489004425,17676.1,19626
36168.75,40899,0.652589224998387,17746.4,19789
36328.75,41248,0.672937997794852,17834.8,19988
34338.4,36992,0.424787920368617,17040.35,18184
36065.5,40681,0.639878530243002,17727.55,19747
35930.6,40380,0.622328442530291,17660.45,19596
36439.1,41488,0.686931423213625,17920.35,20209.5
37568.65,43703,0.816079078641047,18496.1,21374
35941.75,40405,0.623786091011413,17935.2,20239
36952,42536,0.748036047542265,18296.95,20991.5
37242.05,43085,0.780046008187708,18459.2,21304
35446.35,39385,0.56431403298163,17538.6,19340
34098.85,36475,0.394643749779011,16729.2,17479
32258.7,32682.5,0.173518475192781,15813.65,15615
31047.75,30531,0.0480732469074085,15253.9,14642
28904.05,26799,-0.169524518354506,14409,13238
32057.75,32356,0.154481586029326,16028.9,16034
35820.65,40154,0.609151300260947,17942,20255
36181.3,40925,0.654105179418754,18126.95,20670.5
35361.95,39192,0.553060986707366,17707.6,19704
32692.6,33519,0.222291393371128,16349.95,16645
32828.5,33800,0.238675362298941,16420.95,16807
32434,32996,0.191797387146053,16184.75,16324.5
31112.7,30638,0.0543119824066113,15523.85,15088
25577.8,21215,-0.49510488309795,12805,10757
25067.95,20379.5,-0.543819495337052,12546.15,10321
21024,13642.5,-0.936626608029849,10547.8,6962
20122.9,12303,-1.01472741364837,10045.9,6151
19892.7,11964,-1.03449312705239,9923,5950
20063.35,12215,-1.01985833630192,10031.65,6123.5
19832.35,11884.5,-1.03912844922236,9910.85,5932
19990.9,12118,-1.02551401240868,9960.9,6008
20231.2,12442,-1.00662288809333,10084.2,6226.5
20744.1,13220,-0.961260867360814,10340,6626
22228.4,15625,-0.821035083476863,11080,7812
23315.75,17527,-0.710137187033089,11611.55,8806
25059.55,20361,-0.544898155213082,12488.85,10246
26242.8,22259,-0.434233482526289,13069.65,11180
28073.4,25342,-0.254476271834305,14001.95,12611
29186.9,27285,-0.141187831881492,14553.05,13467.5
28859.65,26727,-0.173722545980138,14380.9,13196
31924.75,32117,0.140546466549798,15825.2,15640
33821.1,35854,0.358435761507937,16789.35,17614
34838.2,38096,0.489157677294971,17290.35,18751
35421.5,39329,0.561048900383916,17574.05,19416
34446.5,37232,0.43878134578739,17169.95,18479
36112.95,40787,0.64605895980296,17761.4,19816
36711.75,42019,0.717891876952659,18068.3,20534
36269.65,41113.5,0.665095848966415,17997.4,20379
37391.1,43366,0.796429977115521,18389.35,21148
35242.55,38957,0.539359090984818,17448.5,19138
35261.95,38995,0.541574716676124,17455,19156
35864.95,40249,0.614690364489211,17660.6,19597
35750.35,39997,0.5999972677995,17599.3,19469
36000.7,40534.5,0.631336710143626,17973.55,20333
35453.5,39394,0.564838786434834,17697.35,19679
35894.2,40301,0.617722273329945,17918.25,20206
37117.05,42852,0.766460724343649,18392.1,21159
37252.95,43102,0.781037209154871,18466.8,21318
34741.85,37880,0.476563594418076,17059.1,18216
32769.95,33677,0.23150373177182,16067.7,16108
30665.1,29874,0.00976624482351841,15191.95,14521
30276.25,29197,-0.0297068760452694,14987.6,14186
29802.35,28361,-0.0784506412539942,14862.3,13958
31421.7,31197,0.0869050024445026,15729.65,15473
32269.55,32702,0.174655441008056,16132.3,16221
32077.95,32385,0.156172458267427,16022.7,16021
31741.25,31776.5,0.120693294236914,15862.2,15727
31381.15,31136,0.0833483401505646,15633.4,15292
31868.65,32018,0.134774178564554,15863.5,15733
31136.75,30678,0.0566442199764068,15524.9,15092
23474.05,17794,-0.694569501254705,11716.95,8983
20939,13513,-0.944177227162062,10484.1,6856
20832.95,13349,-0.953739401198223,10424.95,6767
19953.95,12054,-1.02924559252035,9941.45,5983
20021.9,12160,-1.02306516296039,10006.6,6080
19909.35,11985,-1.03326870232825,9941.25,5982
19530.9,11471,-1.06323795510012,9730.6,5660
20107,12281,-1.01601014431176,10012.3,6088
20639.3,13056,-0.970823041396975,10300,6567
21521.6,14448,-0.889661173968094,10733.6,7233
22670.8,16375,-0.777305629043198,11302.2,8206
23629.7,18042,-0.680109628321973,11762.9,9045
25803.5,21563,-0.474814416240729,12817.75,10785
26586.95,22852.5,-0.399628907584449,13219.6,11385.5
27890.5,25046,-0.271734829850791,13926.35,12486
28033.95,25263,-0.259082441034651,13972.1,12546
30222.15,29106,-0.0350127165165541,15059.6,14304
29027.55,27004,-0.157571800809305,14470.2,13338
30396.3,29411,-0.0172294050468638,15166.75,14479
32985.1,34125,0.257624792553529,16447.95,16870
32542,33225,0.205149447233132,16211.55,16373
34620.65,37612,0.460937602700447,17004,18097
35136.3,38731,0.526181948715474,17401.05,19006
35646.1,39776,0.58711165522638,17696.75,19677
35366.45,39201,0.55358574016057,17686.9,19650
35036,38537,0.514870596501966,17360.2,18908
35234.25,38934,0.538018054382186,17449,19140
33484.3,35167.5,0.318408734216323,16729.35,17480
33766.8,35729,0.351147519102326,16869.35,17784
36472.8,41546,0.690313167689828,18236.15,20887
36300.7,41179,0.668914887986955,18138.05,20697
36067.1,40682,0.639936836182247,18008.7,20401.5
35565.65,39620,0.578015928704178,17759.3,19812
35217.8,38900,0.53603565244786,17574.85,19421
37369.05,43320,0.793747903910256,18377.2,21126
35674.85,39839.5,0.59081408236843,17508.4,19268
31324.85,31045,0.07804249967928,15517.8,15079
31436.55,31229,0.088770792500339,15567.3,15163
28923.8,26829,-0.16777534017716,14402.05,13227
29552.3,27922,-0.104046948582499,14801.65,13869
30471.5,29541.5,-0.0096204799754062,15301.55,14727
30356.25,29346.5,-0.020990138128159,15187.3,14513.5
30108.35,28904,-0.046790516244021,15005.2,14212.5
30145.15,28962,-0.0434087717678177,14969.8,14151
30137.85,28950,-0.0441084430387563,14994,14197
30546.8,29660,-0.0027112261748872,15210.75,14562
20330.85,12593,-0.997818691267357,10128.75,6297
20495.6,12834,-0.98376695990934,10201.9,6424
19973.8,12096,-1.02679674307207,9913.3,5936
20720,13174,-0.963942940566078,10364.2,6673
19299.6,11156.5,-1.08157517299264,9616.3,5486
19168.1,10992,-1.09116649999842,9539.4,5382
19447.5,11353,-1.07011805593102,9687.5,5599
20054,12206,-1.02038308975513,9989.7,6052
20718,13171,-0.964117858383813,10322.7,6604
21406.8,14270,-0.900039631153683,10630.5,7082
22763.8,16537,-0.767860066885527,11336.3,8275
24304.05,19151,-0.615448341699395,12112.35,9632
26389.7,22512,-0.419482079897333,13149.35,11286
27574.1,24484,-0.304502767706417,13753.25,12191
27439.65,24229.5,-0.319341629244241,13675.3,12087
27825.25,24923,-0.278906460377912,13881,12390
28717.8,26488,-0.187657665459666,14334.05,13122
28934.9,26847,-0.166725833270752,14434.45,13281
29474.1,27793,-0.111568414745089,14698.25,13708
31770.6,31842,0.124512333257454,15819.65,15634
32137.8,32487,0.162119664070406,16025.95,16027
34493,37329,0.444437021894144,17135.95,18408
34735,37866,0.475747311268648,17270.85,18701
34154.45,36592,0.401465544670663,17085.4,18279.5
32889.2,33924,0.245905298765307,16436.35,16845
32712.3,33559,0.224623630940923,16337.45,16625
33580.8,35343,0.3286414265538,16784.55,17605
33220.1,34640,0.287652351264645,16579.55,17170
35005,38462,0.5104976510586,17460.65,19166
36467.2,41535,0.689671802358135,18234.95,20886
36069.95,40692,0.640519895574696,18017.4,20425
35753.45,40004,0.600405409374214,17857.1,20045
36309.95,41194,0.669789477075628,18025.6,20449.5
35893.05,40297,0.617489049572966,17809.6,19924
33529.65,35243,0.322810832629312,16683.7,17393
30614.2,29799,0.00539329938015196,15255.25,14647
29794.05,28344,-0.0794418422211572,14816.9,13886
28408.6,25925,-0.220483909254537,14154.05,12844
27695.35,24688,-0.292608356100461,13885.8,12407
28606.5,26292,-0.199085629551663,14306.75,13078
28229.9,25603,-0.23925842169139,14103.75,12777
27431.65,24218,-0.320012147545557,13656.1,12053
29322.95,27527,-0.127077794584229,14571.5,13496
28849.7,26710,-0.174713746947301,14380.95,13197
30416.1,29450,-0.0149554734163133,15174.85,14496
20446.25,12764,-0.987848375656482,10223.65,6451.5
20087.6,12251,-1.01775932248911,10050.1,6161
21055.45,13694.5,-0.933594699189115,10534.75,6944
20271.45,12504,-1.00300791986015,10142.25,6317
19508.35,11438,-1.0651620510952,9716.75,5640
19428.7,11323,-1.07186723410836,9678.3,5584
19525.4,11461,-1.06382101449257,9729,5657
19851.9,11912,-1.03752503589312,9841.9,5827
20843.3,13366,-0.95274820023106,10389.8,6722
21838,14947,-0.860566510284896,10895.6,7497
23232.3,17373,-0.719116301676802,11579.65,8728
24273.4,19102,-0.618305332722394,12041.7,9520
25956.25,21791,-0.461520662092895,12876.5,10881
26915.65,23380.5,-0.368843371663149,13423,11708
27924.05,25097,-0.268761226949302,13939.4,12504
28754.8,26548,-0.184159309104973,14365.85,13174
29074.15,27092,-0.152440878155755,14518,13417
29520.9,27876,-0.106729021787764,14714.35,13728
30054.95,28810,-0.0522712745330403,14985.2,14183
31720.65,31729,0.117923762122782,15843,15688
32648.5,33433,0.217277082596068,16338.85,16626
33439.25,35066,0.312490681382967,16745.9,17528
33746.05,35692,0.348990199350265,16895.8,17857
32549.25,33243,0.206198954139539,16283.8,16511
32348.2,32838,0.182585048745361,16169.75,16301
33625.8,35437,0.334122184842819,16810.15,17663
34101.7,36479,0.394876973535991,17021.45,18143
34921.05,38269.5,0.499273757753959,17431.5,19087
36167.5,40898,0.652530919059142,18087.25,20569
36292.4,41158,0.667690463262812,18146.65,20711.5
35678.7,39845,0.591134765034277,17815.15,19933.5
36660.45,41914,0.711769753331946,18204.5,20826
35646.7,39778,0.58722826710487,17679.05,19633
33089.15,34354,0.270976852640608,16450.1,16873.5
31515,31364,0.0966420942983986,15660.35,15341
28291.85,25699,-0.233661051523881,14022.7,12643
26576.35,22829,-0.400999097156704,13231.1,11402
26643.05,22955,-0.393652548811848,13345.5,11590.5
26884.55,23332.5,-0.371642056746904,13423.8,11709
27287.8,23978,-0.33400557296433,13628.55,12012
27771.4,24814,-0.285261807755605,13850.65,12329
27836.2,24945,-0.277623729714525,13894.05,12421
28542.3,26170,-0.206198954139539,14260.05,12999
29404.1,27663.5,-0.119119033877302,14707.45,13719
20296.8,12536,-1.00114212980432,10142.7,6320
20315.05,12559,-0.999801093201683,10108.45,6269
20220.35,12432,-1.00720594748578,10061.45,6179
19794.2,11835,-1.04201459321498,9823,5794
20373.9,12654,-0.994262028973419,10178.3,6376
20176.95,12372,-1.01070430384048,10071.25,6199
19360.4,11242,-1.0765900151872,9599.1,5464
20410.6,12717,-0.990588754800991,10183.1,6389
21673.4,14696,-0.875201301035362,10816.45,7371
22841,16691,-0.758880952241814,11404.45,8394
23553.65,17915,-0.687514482606074,11705.3,8970
24732.2,19834.5,-0.575596232225515,12281.8,9918
26125.45,22077,-0.444845163468858,13005.9,11058
27752.6,24781,-0.287185903750686,13891.75,12418
28580.8,26238,-0.202234150270887,14295.75,13060
29231.9,27365,-0.136523356741901,14615.3,13569
28953.05,26878,-0.16491834915416,14477.1,13345
29360.95,27590,-0.123404520411801,14669.1,13655
31172.3,30759,0.0613670010552426,15578.55,15191
32319.3,32795,0.180077893357831,16193.45,16345
33034.4,34227,0.263571998356507,16564.05,17126
33900.95,36042,0.369397278085976,16968.6,18027
33397.55,34988,0.307942818121866,16721.8,17467
32765.55,33666,0.230862366440126,16396.6,16750.5
32586,33318,0.210571899582906,16266.15,16487
33113.2,34410.5,0.274271138207944,16535.65,17060
35041.4,38543,0.515220432137436,17504.55,19258
35535.6,39558.5,0.574430113440617,17762.45,19821
35593.7,39671,0.580989531605667,17792.45,19890
34607.35,37588,0.459538260158569,17264.5,18685
34532.8,37401,0.448635049519776,17229.25,18607
33342.2,34887,0.302053918258132,16589.95,17192
32375.2,32892,0.185733569464584,16091.45,16151.5
32336.6,32818,0.181418929960463,16066.95,16106
28357.8,25818,-0.226722644753739,14079.45,12742
26480.75,22669,-0.410328047435886,13206.9,11371
26128.4,22081,-0.444611939711879,13049.55,11141
26020.15,21902,-0.455048702836713,12991.6,11031
27139.35,23762,-0.346599655841225,13557.8,11920
28035.9,25269,-0.258732605399182,13979.85,12562
27506.5,24359,-0.311791010112028,13712.25,12129
28081.2,25350,-0.254009824320346,14025.75,12648
28766.35,26569.5,-0.182905731411208,14393.9,13213
20777.2,13264,-0.958695406034039,10360.1,6665
21250.6,14009,-0.915257481296599,10596.4,7029
20636.85,13049,-0.971231182971689,10258.35,6494
20114.8,12288,-1.01560200273705,9974.6,6037
19778.95,11816,-1.04312240606063,9803.85,5764
19826.9,11878,-1.03950743782745,9826.4,5802
20354.55,12627,-0.995836289333031,10097.6,6248.5
21168.45,13869,-0.923420312790883,10523.2,6919
22645.95,16339,-0.779404642856014,11283.8,8178
23798.35,18305,-0.664775166300568,11857.3,9204
24600.9,19637,-0.58711165522638,12242.45,9851
25352.05,20856,-0.516036715286864,12598.5,10423
26724.95,23082,-0.386247694527748,13308.1,11518
27601.65,24526,-0.302053918258132,13757.4,12198
28602.25,26283,-0.199610383004867,14331.7,13117
28761.6,26562,-0.183343025955544,14401.05,13222
29289.85,27464.5,-0.130721915787034,14641.9,13617
30966.65,30365,0.0383944609927575,15507.7,15059.5
32035.45,32320,0.15238257221651,16055.4,16081
32513.3,33148,0.200659889911275,16304.05,16547
33087.15,34347,0.270568711065894,16529,17043
33451.95,35096,0.314239859560313,16749.8,17535
33452.85,35099.5,0.31444393034767,16743.6,17527
32996.6,34149,0.259024135095406,16462.85,16902
33378.45,34954,0.305960416187539,16647.5,17307.5
34590.9,37544,0.456972798831794,17260.75,18676
34838,38094,0.489041065416482,17434.55,19099
34910.2,38250,0.498136791938684,17427.35,19076
34494.45,37333,0.444670245651123,17216.5,18581
33932.8,36117,0.373770223529342,16914.15,17915
32828.8,33802,0.238791974177431,16331.75,16605
32347.15,32835,0.182410130927626,16117.9,16197
31827.1,31946,0.130576150938922,15824.95,15639
30523.15,29629,-0.00451871029147867,15166,14476
27305.25,24006,-0.332373006665473,13597.65,11969
26598.7,22871.5,-0.398521094738796,13287.15,11475
26500.85,22700,-0.408520563319294,13244.9,11417.5
26572.65,22820,-0.401523850609908,13263.3,11451
28289.3,25695,-0.23389427528086,14104.15,12778
27712.5,24715.5,-0.291004942771226,13800.15,12251.5
28431.55,25970,-0.217860141988517,14186.45,12887
28966.45,26899,-0.163693924430018,14471.15,13339
21788.7,14869,-0.865114373545997,10851.8,7429
22327.8,15789,-0.811472909440701,11096.7,7840
21486.5,14386,-0.893276142201277,10675.9,7150
20854.1,13383,-0.951756999263897,10373.8,6689
20813.6,13324,-0.955197049679345,10375.2,6694
21196.85,13924.5,-0.920184333162791,10583.2,7019
21661.65,14672,-0.876600643577239,10815.7,7370
22635.2,16314,-0.780862291337136,11309.3,8222
23852.45,18394,-0.659585937707773,11890.9,9266
24382.45,19274,-0.608276711172274,12130.3,9668
25167.15,20549,-0.533936638635044,12535.8,10303
25955.05,21790,-0.46157896803214,12924.2,10941
27019.05,23557.5,-0.358523220416804,13449.7,11740
28119.95,25422,-0.249811796694714,14043.2,12677
28962.65,26892,-0.164102066004732,14504,13395
31345.95,31078,0.0799665956743612,15525.4,15093
33054.55,34267,0.265904235926303,16397.6,16752
31658.45,31611,0.111043661291885,15871.2,15748
32240.85,32649,0.171565226228077,16160.9,16281
33140.55,34471,0.27779864753226,16554.3,17104
34860.15,38147.5,0.492160433166083,17407.7,19017
33215.6,34623.5,0.286690303267105,16572.45,17152
33165.7,34522,0.280772250433749,16544.85,17078
33240.35,34672,0.289518141320482,16581.3,17173
32990.7,34137,0.258324463824468,16458.6,16895
33661,35519,0.3389032718609,16823.35,17691
33659.95,35517,0.33878665998241,16826.05,17701
