averagerank.wholebrain,finalrank.wholebrain,finalrank.wholebrain.zscore,averagerank.hemisphere,finalrank.hemisphere
19501.65,11428,-1.06574511048765,9806.6,5770
19356.05,11238,-1.07682323894418,9736.5,5666
20400.1,12693,-0.991988097342869,10253.55,6483
20955.8,13535,-0.942894496498675,10511.35,6899
19507.05,11436,-1.06527866297369,9752,5692
20015.1,12153,-1.02347330453511,9964.85,6019
20667.4,13099,-0.968315886009445,10311.85,6585
20646.4,13073,-0.969831840429812,10296.75,6556
21095.7,13764,-0.929542436411596,10519.05,6909
23009.8,16983,-0.741855617982307,11474.6,8537
22745.3,16507,-0.769609245062873,11403.3,8390
23417.4,17693,-0.700458401118438,11673.7,8913
23518.6,17855,-0.691012838960767,11719.9,8989
30583.6,29732.5,0.00151595442036704,15193.55,14526
30723.35,29965,0.015072085294803,15218.2,14578
29923.1,28582,-0.0655650286808744,14792.8,13854
29888.05,28512,-0.0696464444280164,14713.2,13726
26231.35,22237,-0.435516213189676,12957.2,10991
24016.2,18660.5,-0.644047404899011,11805.15,9114
22917.8,16821,-0.751301180139979,11292.55,8189
23281.9,17459,-0.714101990901742,11503.05,8595
24210.05,18998,-0.624369150403862,11925.7,9328
25851.85,21627,-0.471082836129057,12766.7,10698
25516.95,21117,-0.500818865143949,12600.4,10426.5
23434.85,17723.5,-0.698680069971469,11627,8831
23272.65,17438,-0.715326415625884,11554.7,8676
22172.05,15518,-0.827273818976066,11176.6,7983
22885.2,16758,-0.754974454312407,11517.55,8623
23111.9,17156,-0.731768690492942,11614.85,8810
23059.25,17067,-0.736957919085737,11551.4,8673
23111.85,17155,-0.731826996432187,11580,8729
22640.55,16329,-0.779987702248463,11329.2,8263
25281.7,20724,-0.523733099267189,12437.45,10144
23836.8,18367.5,-0.661131045097763,11896.7,9276.5
23846.3,18388,-0.659935773343243,11889.3,9262
24129.95,18848,-0.633115041290595,12042.15,9523
25899.95,21708,-0.466360055050221,12734.7,10653
30851.15,30186,0.0279576978679229,15331.5,14772
30921.65,30302,0.0347211868203296,15306,14735
29269.9,27425,-0.133025000387207,14427.05,13265
28530.4,26151,-0.207306766985192,14044.35,12679
25590.1,21234.5,-0.493967917282675,12652.35,10517
24235.65,19042,-0.621803689077087,11956,9382
24190.9,18948,-0.627284447366106,11947.35,9364
25042,20328.5,-0.546793098238541,12320.55,9964
27350.1,24076,-0.328291590918331,13520.65,11855
27475.65,24296,-0.315464284284456,13569.4,11932
25776.45,21532,-0.476621900357321,12791.6,10729
26922.15,23394,-0.368056241483343,13406,11686
25845.2,21619,-0.471549283643016,13023.65,11097
25011,20282,-0.549504324413428,12598.35,10421
25236.4,20654,-0.527814515014331,12708.25,10614
25313.05,20776,-0.520701190426455,12706.1,10610
23767.65,18254,-0.667748769202057,11910.6,9303
26693.5,23032,-0.389162991489992,13118.65,11243
26628.5,22930.5,-0.395081044323348,13104.85,11229
24449.9,19397,-0.601105080645153,12218.3,9813
25131.05,20477,-0.538134666260676,12478,10222
26267.95,22304,-0.431609715260269,12920.5,10932
26491.55,22688,-0.409220234590233,13044.9,11128
30919.5,30301,0.0346628808810848,15361.35,14828
31274.55,30952,0.0726200473295056,15459.7,14982
29527.45,27889,-0.10597104457758,14573.9,13502
26435.45,22591,-0.414875910696987,13047.4,11137
25311.45,20773,-0.520876108244189,12493.8,10257
25630.55,21295,-0.490440407958359,12649.8,10513
26336.55,22419,-0.424904532247107,13007.7,11063
28058.65,25313,-0.256167144072407,13876.8,12384
28942.5,26859,-0.166026161999813,14328.05,13114
28016.25,25244,-0.260190253880304,13846.3,12319
29113.5,27161,-0.148417768347857,14449.45,13305
30126.8,28928,-0.0453911737021438,14937.5,14094
29745.45,28266.5,-0.0839605525126359,14745.5,13779
28520.35,26131,-0.20847288577009,14240.5,12967
26895.55,23351,-0.370563396870873,13484.9,11798
26716.45,23073,-0.386772447980952,13371,11630.5
27258.2,23927,-0.336979175865819,13413.05,11694
27225.5,23888,-0.339253107496369,13402.15,11681
27313.9,24018,-0.331673335394534,13450.45,11741
26224.55,22232,-0.435807742885901,13045.2,11129
26979.3,23487,-0.362633789133569,13296.15,11493
27051.85,23616,-0.355112322970978,13329.7,11563
28233.2,25610,-0.238850280116676,13992.75,12593
28106.35,25404,-0.250861303601122,13879.5,12389
27054.85,23618,-0.354995711092489,13386.1,11655
25969.35,21817,-0.460004707672528,12838.2,10820
26418.85,22568,-0.416216947299619,13036.7,11117
26798.6,23199.5,-0.379396746666473,13215.45,11378
29493.8,27835,-0.109119565296804,14685.35,13686
30344.05,29318,-0.0226518573966382,15019.5,14235
30485.95,29570,-0.00795876070692694,15060.2,14305
30252.25,29152,-0.0323306433112893,14955.7,14130
30552.4,29671,-0.00206986084319345,15093.45,14363
30364.8,29360,-0.020203007948353,15009.75,14218
30414.35,29446.5,-0.0151595442036704,15005.2,14212.5
31138.25,30681.5,0.0568482907637639,15306.6,14738
29643.95,28085,-0.0945430804855827,14565.5,13486
27259.3,23930,-0.336804258048084,13526.05,11866
26762.6,23137,-0.383040867869279,13289.05,11478
26908,23368,-0.36957219590371,13377.35,11642
27842.7,24960,-0.276749140625852,13762.45,12205
27957,25156,-0.265321176533854,13800.15,12251.5
27790.35,24847,-0.283337711760524,13708.6,12126
27323.55,24032,-0.330857052245106,13561.3,11924
28010.6,25232,-0.260889925151243,13918.55,12468
29247.75,27386,-0.135298932017758,14479.8,13350
29470.05,27784,-0.112093168198293,14590.2,13522
28453.7,26019,-0.215003150965517,14102.15,12775
27372,24121,-0.325667823652311,13507.55,11837
30182.6,29033,-0.0392690500814308,15040.55,14271
31405.7,31176,0.08568057772036,15637.75,15302
31133.45,30672,0.0562943843409375,15436,14952
31316.85,31026,0.0769346868336271,15524.3,15091
30863.35,30208,0.0292404285313103,15333.6,14778
31140.5,30689,0.0572855853081005,15443.15,14963
31453.85,31260,0.0905782766169305,15578.5,15190
32508.55,33139,0.200135136458071,16098.7,16161
30868.85,30217,0.0297651819845143,15378.5,14851
28726.35,26498,-0.187074606067217,14174.8,12867.5
28487.25,26075,-0.211738018367804,14057.3,12697
28192.6,25531,-0.243456449317022,13925.55,12485
28092.3,25374,-0.252610481778469,13881.15,12391
28103.5,25395,-0.251386057054326,13854.15,12337
28162.45,25490,-0.245846992826062,13982.7,12566
29743.05,28255,-0.0846310708139521,14786.7,13846
30642.45,29842,0.00790045476768206,15223.6,14588
29900.65,28538,-0.0681304900076493,14853.4,13945
29094.9,27130,-0.150225252464449,14438.25,13285
30535.25,29642,-0.00376073308129515,15147.95,14443
31512,31360,0.0964088705414191,15688.85,15399
30437.1,29488.5,-0.0127106947553852,15192.95,14523
30854.7,30195,0.0284824513211268,15377.75,14848
30162.95,28991,-0.041717899529716,14971.3,14158
30853.45,30193,0.0283658394426371,15299.6,14722
32366.25,32877,0.184858980375911,16045.5,16064.5
33444.05,35076,0.313073740775416,16570.1,17145
33097.55,34377,0.27231788924324,16469.7,16923
32397.45,32930,0.18794919515589,16131.5,16218
29725.35,28221,-0.0866134727482782,14815.5,13883
30351.1,29332,-0.0218355742472098,14976.75,14172.5
28920.2,26823,-0.168125175812629,14258.05,12994
28418.4,25948,-0.219142872651904,13998.75,12604
32289.7,32744,0.177104290456341,16072.15,16113.5
32190.9,32569,0.166900751088486,16024.65,16025
31548.45,31417,0.0997323090783776,15663.7,15344
30509.35,29602,-0.00609297065109059,15172.8,14492
30447.95,29506,-0.0116903408185997,15110.75,14394
31015.15,30463,0.0441084430387563,15397.9,14888
29007.5,26967,-0.159729120561365,14384.25,13202
28425.1,25958,-0.218559813259455,14113.55,12794
28653.15,26371,-0.194479460351317,14226.25,12949
28801.3,26637.5,-0.178940927542555,14290.85,13046
29714.05,28200,-0.0878378974724208,14719.5,13735
31273.7,30949,0.0724451295117709,15508.2,15062
31314.3,31022,0.0767014630766476,15572.1,15177
31793.95,31891.5,0.127398477250076,15829.7,15657
32093.9,32415,0.157921636444774,16006.35,15993
30728.7,29970,0.0153636149910275,15316.55,14757
30306.05,29250,-0.0266166612652905,15100,14374
29760.05,28291,-0.0825320570011362,14829.2,13905
34554.4,37454,0.451725264299755,17186.65,18523
33696.6,35591,0.343101299486532,16757.75,17549.5
33207.55,34599.5,0.285290960725227,16550.5,17093
31568.55,31459,0.102181158526663,15763.1,15533
30367.9,29364,-0.0199697841913735,15132.75,14426
29507.4,27859,-0.107720222754927,14642.15,13618
28652.15,26369,-0.194596072229807,14227,12951
28381.3,25866,-0.223923959669985,14105.75,12782
28372.2,25845,-0.225148384394127,14077.95,12738
28636.05,26333,-0.196695086042623,14211.8,12929
29447.85,27747,-0.114250487950354,14611.5,13562
30034,28782,-0.0539038408318971,14944.75,14104
30455.4,29516.5,-0.0110781284565283,15167.45,14482
31011.2,30454,0.0435836895855523,15440.15,14957
30302.4,29242,-0.0270831087792496,15048.35,14281
29521.75,27880,-0.106495798030784,14638.6,13607
31509.95,31357,0.0962339527236844,15472.6,14998
34171,36621,0.403156416908765,16889.55,17837
35148.85,38755,0.527581291257351,17507.7,19264.5
34127.05,36526,0.3976173526805,17003.9,18096
32749.6,33630,0.22876335262731,16315.05,16575
31589.4,31495.5,0.104309325309101,15738.35,15486
30293.1,29225,-0.0280743097464126,15041.65,14273
29195.2,27300.5,-0.140284089823196,14495.05,13379
29231.35,27363,-0.13663996862039,14494.4,13377
29399.75,27656,-0.119556328421639,14567.5,13490
29502.2,27850,-0.108244976208131,14641.75,13615
30342,29315,-0.0228267752143729,15039.85,14270
31256.2,30913,0.070346115698955,15483.35,15018
32054.1,32350,0.154131750393856,15954.35,15901
32621.45,33387,0.214595009390803,16225.7,16409
32988.75,34134,0.258149546006733,16394.6,16744
33346.4,34901,0.302870201407561,16584.65,17183
34659.15,37690,0.465485465961548,17127,18386
35751.25,40000,0.600172185617234,17802.4,19909
36307.5,41188,0.669439641440159,18109.75,20622
35194.5,38847,0.532945437667881,17572.85,19413
33480.95,35160,0.317971439671986,16668.2,17355
31985.3,32227,0.146960119866735,15943.95,15881
30370.5,29369,-0.019678254495149,15071.45,14325
30160.5,28986,-0.0420094292259404,14951.25,14119
29815.7,28389,-0.0768180749551374,14772.25,13822
30587.1,29741,0.00201155490394857,15166.45,14478
31661.85,31616.5,0.111364343957732,15694.7,15404
32445.8,33011,0.192671976234726,16054.6,16078
33379.4,34956,0.306077028066029,16536.45,17063
34657.6,37686,0.465252242204568,17221.65,18589
34883.5,38201,0.495279800915684,17372.7,18937.5
35830.6,40177,0.610492336863579,17785.15,19867
34813.15,38044.5,0.48615492142386,17325.6,18831
36289.2,41153,0.667398933566588,18080.05,20558.5
36476.95,41556,0.690896227082277,18159.3,20737
35241.05,38952,0.539067561288594,17574.6,19420
33725.25,35644.5,0.346220667236133,16878.8,17804
31633.4,31581,0.109294483114539,15760.65,15527
32243.25,32653,0.171798449985057,16022.6,16020
31402.2,31168,0.085214130206401,15582.15,15198
34089.9,36459,0.393710854751093,16924.05,17937
34329.2,36972.5,0.423650954553342,17011.05,18121
35691.4,39872,0.592709025393889,17720.95,19729
36319.3,41224,0.671538655252975,18072,20546
36437.8,41485,0.68675650539589,18125.7,20668
33735.8,35663,0.347299327112164,16720.45,17463
34495.4,37338.5,0.44499092831697,17145.15,18425
35225.3,38917,0.537026853415023,17541.2,19348
35626.4,39731,0.58448788796036,17796.45,19897
34308.3,36923,0.42076481056072,17171.05,18486
33971.65,36201,0.378667922425912,17011.5,18122
33986.4,36228,0.380242182785524,17004.85,18100
35126.85,38712,0.525074135869821,17527.2,19305.5
35464.7,39419,0.566296434915956,17755.75,19805
37493.4,43561,0.807799635268274,18696.2,21773
37902.8,44358,0.854269468846448,18933.8,22169
38580.6,45684,0.931583144285167,19254.3,22774
38656.3,45828,0.93997919953643,19299.3,22854.5
33949.4,36149,0.375636013585178,16818.65,17683.5
34546.75,37434,0.450559145514857,17153.9,18442.5
35025.7,38510,0.513296336142354,17427.1,19074
34719.4,37834,0.473881521212811,17344.65,18874
34109.45,36490,0.395518338867684,17073.2,18248
33451.15,35094,0.314123247681824,16748.6,17533
33766.6,35727,0.351030907223836,16910.8,17901
34140.45,36559,0.399541448675582,17086.9,18286
36933,42498,0.74582042185096,18472.15,21329
37969.55,44495.5,0.86228653549262,18979.35,22250
38431,45365,0.912983549666048,19196.7,22665
38797,46091,0.955313661557835,19368.8,22993
33974.8,36206,0.378959452122137,16832.25,17716
34014.8,36281,0.383332397565503,16877.65,17802
33945.1,36144,0.375344483888954,16870.05,17789
33505.6,35205,0.320595206938006,16709.05,17441
33665.9,35530,0.339544637192594,16825.65,17698
33554,35295,0.325842741470046,16802.85,17647
34030.8,36316,0.385373105439074,17022.65,18144
35861.35,40240,0.614165611036007,17927,20226
37425.3,43435,0.800453086923418,18681.85,21748
37945,44456,0.859983450892447,18949.6,22202
37947.05,44459,0.860158368710181,18931.75,22165
34519.05,37374,0.447060789160164,17138.8,18414
34081.1,36445,0.392894571601665,16919.15,17930
34195.35,36674,0.406246631688743,16990.65,18069.5
34319.95,36955,0.422630600616556,17073.5,18249
34146.45,36577,0.40059095558199,17008.7,18112
34406.95,37149,0.433941952830064,17155.1,18446
35869.05,40260,0.615331729820905,17900.3,20154.5
36035.3,40618,0.636205256070574,17973.75,20334
37213.5,43032,0.776955793407729,18561.4,21500
37466.15,43516,0.805175868002254,18705.15,21798
35223.25,38912,0.536735323718798,17514.3,19277
35388.75,39253,0.556617649001305,17589.9,19445
35600.45,39686,0.58186412069434,17715.7,19720
35155.7,38770,0.528455880346025,17503.05,19255
34939,38318.5,0.502130748776959,17412.05,19033
35359.1,39185,0.552652845132652,17629.35,19538
35781.95,40063,0.603845459789662,17829.8,19975
35724.2,39932,0.596207381748582,17815.15,19933.5
37138.8,42890,0.768676350034955,18537.8,21458
36305,41183,0.669148111743935,18052.65,20506.5
36737.6,42062,0.720399032340189,18293.2,20985
36501.85,41603,0.693636606226787,18191.4,20799
36030.85,40603,0.635330666981901,17964.5,20311
35636.8,39756.5,0.585974689411105,17780.95,19856
36868.2,42350,0.737191142842717,18392.95,21161
37801.35,44144,0.841791997848042,18870.8,22051
38142.05,44841,0.882431237501728,19042.45,22373
37355,43291.5,0.792086184641777,18564.65,21506
39589.85,47670,1.04737873962551,19692.4,23669.5
38889.6,46305,0.967791132556241,19397.45,23045
37021.9,42662,0.755382595887121,18482.45,21347
38059.4,44680,0.873043981283301,19018.6,22339
37587.15,43740,0.818236398393108,18780.95,21917
38891.55,46310.5,0.968111815222088,19450.15,23155
39854.3,48146,1.07513236670608,19821.65,23922
40114.3,48656,1.10486839572097,19964.55,24176
40881.4,50298,1.20060674796107,20391.65,25140
39251.9,47022.5,1.00962564396445,19602.4,23472
38729.1,45961.5,0.947763042425623,19371.6,22998
38353.4,45229,0.905053941928744,19186.1,22648
40316.8,49074,1.12924027832533,20067.45,24398
42120.2,52902,1.35243541375475,21015.6,26438
41521.8,51682,1.28130216787599,20721.1,25865
39372.4,47282,1.02475603519849,19665.6,23614
39271.2,47062,1.01192872856462,19617.2,23511
42139,52938,1.35453442756757,20999.9,26411
42034.75,52727,1.3422318743869,20967.45,26353
41494.85,51628,1.27815364715677,20715.95,25853
40005.15,48443,1.09244923066181,20002.75,24254
41446.45,51526,1.27220644135379,20650.55,25737
40840.55,50205,1.1951842956113,20222.25,24769
40369.65,49211,1.13722819200188,20020.65,24303
41774.45,52197,1.31132972658711,20836.55,26094
41406,51419,1.26596770585459,20670.8,25778
41288.15,51165,1.25115799728639,20438.75,25246
34129.9,36536,0.398200412072949,16863.75,17771.5
35511,39511,0.571660581326485,17523.75,19296
36185.25,40942,0.655096380385917,17858.7,20050
36514.1,41626,0.694977642829419,18038.95,20472
36055.5,40658.5,0.638566646609992,17902.95,20162
35225.5,38918,0.537085159354268,17580.6,19431
35795.1,40094,0.605652943906254,17767.35,19832
34661.2,37695,0.465776995657772,17282.3,18727
34440.45,37221.5,0.438169133425319,17182.85,18516
34103.35,36483,0.39511019729297,17028.05,18158
34092.5,36463,0.393944078508073,17021.1,18142
34303.1,36913,0.420181751168271,17131.1,18398
34343.1,36999,0.425196061943331,17153.3,18440.5
34066.05,36396,0.390037580578665,17014.65,18126
35581.75,39643,0.57935696530681,17554.7,19376
34662,37698,0.465951913475507,17067.55,18236
33465.65,35125,0.315930731798415,16624.4,17268
33445.55,35080,0.313306964532395,16618.9,17254
34023.25,36297,0.384265292593421,16924.5,17940
34559.9,37464,0.452308323692203,17055.35,18207
34329.2,36972.5,0.423650954553342,16944.15,17972
33386.1,34967,0.306718393397723,16475.55,16933
33122.7,34430,0.275408104023219,16354.15,16655
32242.55,32651,0.171681838106567,16065,16097
31612.95,31543,0.107078857423233,15757.6,15519
32540.65,33221.5,0.204945376445774,16110.3,16179
33249.8,34692,0.290684260105379,16559.45,17118
33691.45,35576.5,0.342255863367481,16778.3,17591
34554.3,37453,0.45166695836051,17099.65,18312
34925.5,38282,0.50000258199452,17291.75,18756
35130.65,38718,0.525423971505291,17393.9,18989
35073.35,38618,0.519593377580802,17482.1,19222
34574.35,37497,0.454232419687285,17229.9,18608
34140.9,36561,0.399658060554071,17009.65,18116
33393.3,34980,0.307476370607907,16655.05,17324
33922.65,36088,0.37207935129124,16941.7,17969
34222.55,36732,0.409628376164947,17096.6,18304
33799.3,35802,0.355403852667203,16890.05,17838
31596.8,31513,0.105329679245887,15776.25,15558
31957.25,32184,0.144452964479205,16011.05,16001
31776.85,31856,0.125328616406883,15928,15848
31854.3,31994.5,0.133403988992299,15939.7,15874
31311.5,31019,0.0765265452589129,15660.6,15342
31383.2,31140,0.0835815639075441,15700.8,15415
31103.3,30616,0.0530292517432238,15559,15151
30283.7,29207,-0.0291238166528206,15152.3,14450
29392.7,27644,-0.120255999692577,14698.2,13707
28624.05,26315,-0.197744592949031,14255.05,12992
28337.95,25790,-0.228355211052596,14184.25,12885
27802.5,24875,-0.281705145461667,13916.8,12465.5
26274.4,22313,-0.431084961807065,12994.8,11040
21528.8,14458,-0.889078114575645,10773.5,7303
20352.25,12624,-0.996011207150766,10212.85,6440
19044.85,10828,-1.10072867403458,9553.35,5397
18301.2,9911,-1.15419522032214,9118.4,4837
31220.2,30852,0.066789453405017,15339.6,14788
32423.9,32978,0.190747880239645,15976.4,15939
33983.7,36220,0.379775735271565,16772.95,17579
35361.55,39191,0.553002680768122,17456.2,19162
34388.25,37109.5,0.431638868229891,17166.35,18472
36314.9,41211.5,0.670809831012414,17941.95,20254
35664.1,39814,0.589327280917686,17739.25,19767
35155.6,38769,0.52839757440678,17478.05,19208
34874,38178,0.493938764313052,17345.45,18875
33656.4,35510,0.338378518407696,16824.9,17695
34514.6,37368,0.446710953524694,17167.65,18475
35172.6,38796,0.529971834766392,17400.85,19005
33636,35466.5,0.335842210050544,16810.8,17665
33549.05,35285,0.325259682077597,16763.65,17559
35317.1,39105,0.547988369993061,17442.25,19121
33640.2,35478,0.33651272835186,16721.25,17466
33220.6,34641,0.28771065720389,16498.85,16983
33363.3,34930,0.304561073645662,16575.65,17158
33037,34231,0.263805222113487,16425.65,16818
32886.05,33920,0.245672075008327,16350,16646
33598.7,35371,0.330273992852657,16576.95,17163
33537.7,35262,0.323918645474964,16566.55,17136
32750.25,33632,0.2288799645058,16236.95,16431
31859.7,32004,0.133957895415126,15780.25,15569
31121.35,30647.5,0.0548658888294378,15420.7,14926
30016.15,28750.5,-0.0557404779181111,14892.3,14009
30442.8,29493,-0.0124483180287832,15068.55,14318
30753.25,30014,0.0179290763178025,15217.2,14577
30815.75,30123.5,0.0243135766651175,15243.9,14625
31060.9,30556,0.0495308953885307,15476.95,15005
31108.4,30627,0.0536706170749176,15433.45,14946.5
31330.45,31060,0.0789170887679533,15543,15126
31438.1,31235,0.0891206281358083,15668.95,15359
31874.7,32030,0.135473849835493,15906.15,15814
33150.9,34487,0.278731542560178,16574.65,17155
34233,36750,0.410677883071355,17109.75,18346
32890.5,33929,0.246196828461531,16426.05,16819
33106,34396,0.273425702088893,16556.75,17111
32760.65,33654.5,0.23019184813881,16395.6,16746
32297.75,32757,0.177862267666525,16166.8,16292
32529.5,33197,0.203516880934275,16292.9,16526
32407.5,32952,0.189231925819278,16233.6,16427
31916.3,32106,0.139905101218104,15976.8,15940
31565,31455,0.101947934769683,15778.1,15564
31470.5,31300,0.0929105141867259,15729.1,15472
31090.4,30594,0.0517465210798364,15540.6,15122
30631.5,29821,0.00667603004353945,15273.3,14668
29960.95,28648,-0.0617168366907119,14916.55,14051.5
29670.25,28127,-0.0920942310372975,14845.85,13934
28135.8,25456,-0.247829394760388,14101.4,12774
26525.5,22741,-0.406130019810254,13130.3,11264
22277.1,15710,-0.816079078641047,11002.6,7670
19919.25,11998,-1.03251072511806,10005.85,6079
18682.15,10400,-1.12568361603139,9354.45,5141
28940.4,26856,-0.166201079817548,14211.3,12925
29779,28327,-0.0804330431883203,14626,13578
31076.2,30574,0.0505804022949386,15273.5,14670
32718.75,33569,0.225206690333372,16314.45,16572
33823.25,35860,0.358785597143406,16850.85,17745
34605.5,37581,0.459130118583855,17263.15,18680.5
34833.55,38085,0.488516311963278,17406.95,19016
34898.8,38230,0.496970673153786,17437.55,19106.5
34214.7,36714,0.408578869258539,17093.15,18298
33924.45,36096,0.372545798805199,16935.6,17956
33990.8,36238,0.380825242177973,16773.45,17581
34071.65,36414,0.391087087485073,16825.8,17699
34061.8,36387,0.389512827125461,16826.4,17704
34142.2,36566,0.399949590250296,16855.15,17754
34133.7,36545,0.398725165526153,16850.55,17744
34120.3,36513,0.396859375470317,16859.75,17764
34025.4,36304,0.384673434168136,16759.35,17552
34275.5,36845,0.416216947299619,16894.85,17849.5
34233.45,36752,0.410794494949845,16885.3,17828
34114.25,36504,0.396334622017113,17004.8,18099
33274.65,34745,0.293774474885358,16601.3,17211
32787.4,33717,0.233835969341615,16373.15,16697
31794.65,31895,0.127602548037433,15867.8,15743
30583.25,29731,0.00142849551149971,15276.5,14674
29667.35,28124,-0.0922691488550322,14775.75,13825.5
28393.85,25898.5,-0.222029016644526,14113,12791.5
28319.55,25750,-0.230687448622392,14088.5,12751
27841.05,24955,-0.277040670322076,13732.4,12161
27815.55,24907,-0.279839355405831,13718.75,12138
28007.9,25226,-0.261239760786712,13946.85,12512
26780.15,23162.5,-0.381554066418534,13190.7,11347
26459.45,22630,-0.412601979066436,13071.6,11184
27070.6,23653,-0.352955003218918,13481.55,11792
28861.15,26729,-0.173605934101648,14341.8,13139
31222.5,30856,0.0670226771619965,15589.55,15213
31433.45,31224,0.0884792628041146,15702,15416
32092.65,32410,0.157630106748549,16053.9,16075
32473.25,33072.5,0.196257791498286,16229.45,16416
32593.95,33336,0.211621406489314,16304,16546
32494.8,33113,0.198619182037704,16249.45,16455
32618.6,33383,0.214361785633824,16319.85,16583
32608.8,33360,0.213020749031191,16322.35,16590
32709.9,33548,0.22398226560923,16373.7,16699
32275.2,32711,0.17518019446126,16186.4,16330
31920.75,32113,0.140313242792818,15971.35,15933
31431.75,31222,0.0883626509256248,15705.45,15423
31192.55,30797,0.0635826267465482,15622.85,15276
30705.8,29939,0.013556130874436,15388.3,14870
29952.4,28636,-0.0624165079616505,14999.9,14204
28190.65,25526,-0.243747979013246,13951.15,12516
26358.9,22460,-0.422513988738067,13048.45,11139
21573.7,14522,-0.885346534463972,10716.9,7208
19696.65,11713,-1.04912791780286,9884.45,5891
28612.35,26301,-0.198560876098459,14268.25,13011
29181.45,27275,-0.14177089127394,14547.45,13457
29821.25,28401,-0.0761184036841987,14859.25,13954
30483.75,29565,-0.00825029040315137,15175.55,14498.5
31135.85,30676,0.056527608097917,15502.85,15053
31629.45,31573,0.10882803560058,15759.7,15525
31755.65,31804,0.122296707566148,15832.9,15663
31412.75,31183,0.0860887192950742,15654.4,15322
31513.15,31362,0.0965254824199088,15698.9,15411
33096.7,34371.5,0.271997206577393,16488.85,16958
33881.7,35998.5,0.366860969728823,16870.95,17791
33881.7,35998.5,0.366860969728823,16897.95,17866
33514.95,35219,0.321411490087434,16578.2,17164
33104.15,34391,0.273134172392669,16371.8,16693
32479.4,33083,0.196870003860358,16059.3,16087
31923.2,32115,0.140429854671308,15782.45,15572
31380.25,31135,0.0832900342113197,15583.7,15202
30406.65,29430,-0.016121592201211,15079.6,14340.5
29788.05,28336,-0.0799082897351163,14658.8,13639
30475.6,29547.5,-0.00927064433993688,15176.55,14501.5
30522.2,29626,-0.00469362810921333,15213.45,14567
29817.2,28393,-0.0765848511981578,14694.85,13700
29064.95,27074,-0.153490385062163,14311.2,13086
28504,26109,-0.209755616433478,14026.35,12651.5
27573.85,24481,-0.304677685524152,13695.6,12105
26924.25,23398,-0.367823017726364,13394.3,11672
26663.7,22983,-0.392019982512991,13281.95,11467
25541.7,21156,-0.498544933513398,12721.95,10633
25315.95,20781,-0.52040966073023,12627.7,10473
25150.1,20517,-0.53580242869088,12558.35,10344.5
24630.8,19681,-0.584546193899605,12089.85,9596.5
25030.1,20309,-0.547930064053817,12285.25,9924
26770.55,23149,-0.38234119659834,13353.7,11607
27197.55,23842,-0.341935180701634,13605.4,11980.5
29217.2,27343,-0.137806087405288,14605.95,13548
30488.15,29572,-0.00784214882843717,15240.3,14618
31221.25,30854,0.0669060652835067,15613.85,15253
31707.2,31698,0.116116278006191,15869.25,15744
31856.9,31998,0.133608059779656,15930.85,15854
32600.7,33352,0.212554301517232,16302.85,16543
32625.2,33395,0.215061456904762,16308.75,16559
32324.1,32803,0.18054434087179,16168.85,16299
32926,34001,0.250394856087163,16441.7,16859
32407.2,32950,0.189115313940788,16186.2,16328
32043.9,32336,0.153315467244428,15995,15972
31633.9,31583,0.109411094993029,15769.9,15548
30860.1,30204,0.0290072047743308,15377.9,14849
29184,27281,-0.141421055638471,14464.55,13329
28061.45,25317,-0.255933920315427,13922.8,12477
26645.25,22957,-0.393535936933358,13205.7,11367
22555.3,16172,-0.78914173470991,11330.9,8267
28381.05,25865,-0.22398226560923,14135.75,12825
29011.5,26974.5,-0.159291826017029,14441.5,13293
24408.1,19331,-0.604953272635315,12143.3,9690
24874.7,20085,-0.560990594444671,12374.4,10045
25090.35,20417,-0.541633022615369,12483.6,10235
34615.5,37600,0.460237931429508,17295.75,18769
33086.4,34344,0.270393793248159,16545.45,17083
31801.9,31911,0.128535443065351,15923.45,15841
31191.9,30795,0.0634660148680585,15600.15,15233
30170.8,29012,-0.0404934748055734,15087.45,14352
28625.75,26318,-0.197569675131296,14193.5,12900
27770.05,24812,-0.285378419634095,13743.8,12179
28468.5,26041,-0.21372042030213,14206.75,12918
29365,27601,-0.122763155080108,14566.35,13487
29438.8,27733,-0.115066771099783,14527.85,13434
29566.6,27946,-0.102647606040622,14635.25,13597
28894.9,26785,-0.170340801503935,14272.45,13018
28122.1,25430,-0.249345349180755,13874.65,12379
27321.6,24029,-0.33103197006284,13454.65,11747
27162.4,23799.5,-0.344413183119542,13383.15,11648
25741.7,21482,-0.479537197319565,12653.25,10518
25771.75,21523,-0.477146653810525,12823.4,10795
25440.9,20989,-0.508282025367294,12650.35,10515
25078.4,20394,-0.542974059218001,12456.25,10176.5
24749.25,19867,-0.573701289200056,12325.5,9976
25086.65,20408,-0.542157776068573,12468.4,10196
25569.6,21199,-0.496037778125868,12704.35,10605
24733.85,19838,-0.575392161438158,12335.5,9995
26178.6,22157,-0.440180688329267,13045.95,11130
27293.05,23987,-0.333480819511126,13645,12036
29368.15,27607,-0.122413319444638,14705.9,13717
30160.25,28984,-0.0421260411044302,15088.2,14354
30373.8,29376,-0.0192701129204348,15175.55,14498.5
30710.55,29950,0.0141974962061298,15330.9,14771
30987.45,30409,0.0409599223195324,15459.8,14983
31461.6,31277,0.0915694775840935,15698.55,15409
32192.05,32571,0.167017362966976,16060.5,16088
