G1.fMRI,T1T2ratio,Evolution.Expansion,CBF,AllometricScaling.PNC20mm,PET.AG,Externopyramidisation,Cortical.Thickness,PC1.AHBA,PC1.Neurosynth
0.611933481,1.348825916,-1.795211897,54.18355826,0.644215704,-0.69332542,0.315596414,2.817200736,4.820368891,37.70019495
-1.304888487,1.256853034,-1.140905871,46.76369126,0.781682935,-0.518657782,0.507645106,2.696323677,6.750685521,39.14760929
1.752532581,1.226788177,1.282251804,66.42506429,1.113676024,-0.27719684,0.27261994,2.783843213,5.512161902,18.15470858
1.801059984,1.337035875,1.477912575,66.62186838,1.052941416,-0.307102213,0.212089807,2.61597532,0.016242112,10.43580661
5.8449665,1.273582117,1.4557625,66.02519157,1.037978794,-0.159739228,0.184669803,2.779958302,1.578898533,18.15470858
4.672177798,1.08588071,0.636254677,18.54807905,0.743111394,-0.354962101,0.209340375,3.23123965,12.33187985,12.73740008
6.412014944,1.162177715,1.574105575,58.31211114,1.097164703,0.009327711,0.312796854,3.187428833,6.895709174,29.06123426
5.071964629,1.232511337,1.497965198,72.61798819,1.112886155,0.054651747,0.411132885,2.958685008,2.918179683,15.57731266
4.87714166,1.186493195,1.658919718,28.66637513,1.01257583,0.094953147,0.235194552,2.859289639,7.495523468,1.154318187
0.695191273,1.218669421,0.723235966,37.44098852,0.883771724,-0.255692876,0.451150242,2.844163622,8.554819954,15.90270653
-1.082771925,1.255231034,1.373939788,48.94512753,0.99927511,-0.123271655,0.237482325,2.774865854,3.8912371,19.65856784
0.804383916,1.244891291,1.167550349,69.72328382,1.080439948,-0.159291017,0.45097278,2.86651655,1.084558809,-6.369646176
-2.457273563,1.307442872,0.441142929,59.26929855,1.085531859,-0.117162572,0.368465952,2.663561247,-2.490676318,19.95215087
-0.665380633,1.371527394,1.173394353,68.27108647,1.065431896,-0.249854254,0.288575422,2.651012903,-1.66320225,2.789759956
-1.964568106,1.361029927,0.972163981,67.50226559,1.093971217,-0.232858714,0.288928742,2.659339993,-0.740282664,-6.619302028
-2.25447068,1.369446062,0.301475645,60.72090799,1.049588451,-0.164516115,0.275519915,2.415416367,-1.865418477,0.12342689
-2.965102392,1.371357153,-0.663336745,56.56674693,1.112586213,0.01853476,0.209667349,2.259522091,-3.119359294,1.154318187
-1.800627972,1.287836144,0.018799178,65.7724331,1.022186815,0.014148422,0.237325028,2.594901552,-2.547903241,1.154318187
3.234819382,1.335194293,1.698021348,62.68208676,1.087021871,0.293256109,0.153393316,2.39288393,-3.490640461,-14.40265275
4.382447613,1.33665472,0.08748776,67.18216489,1.07183952,0.340444504,0.239065848,2.397877029,-6.769001467,-12.92958539
-1.770149876,1.350786588,-0.307874256,63.62537224,1.048083917,0.174955939,0.2828917,2.394448028,-5.648085802,3.705587214
-3.32019853,1.250734426,0.926619231,61.11534159,1.118851221,-0.302316282,0.247962198,2.734286534,-0.112008517,-51.29938319
-0.920500765,1.2410465,1.685622395,64.56356668,1.207372067,0.000531514,0.299047642,2.642897565,-1.579462086,-25.0725325
5.08119923,1.259546531,1.444855596,67.00386205,1.09086334,0.309384347,0.223038558,2.602183364,-2.729687753,1.154318187
5.483263497,1.291881994,1.191182476,62.42764979,1.185287289,-0.037329602,0.228460764,2.58582635,-2.631164795,25.18981531
5.609616118,1.265234659,0.472941951,64.64232677,1.082122857,0.291931956,0.196498881,2.600558084,-3.38737553,30.98732056
-4.49763059,1.408173818,-0.789117043,57.77490635,1.014914757,0.076710142,0.250681281,2.304334384,-8.413615478,1.154318187
-4.085146678,1.447373239,-1.421649034,55.00892224,0.70943945,-0.67838655,0.337135069,2.528288586,-8.878133588,1.154318187
-4.182953588,1.408844262,-1.636387234,48.44093692,1.051023643,-0.553850783,0.441934848,2.542325215,-3.391226939,16.38000802
1.759019416,1.201132608,-1.852256711,53.64601668,0.762089717,-0.373205558,0.313079952,2.349726632,8.500017191,39.38183969
-4.179660359,1.407068589,-0.204359822,61.6575863,1.131989469,0.101190837,0.282416644,2.528893863,-9.185468779,-1.81986245
-3.677573887,1.331422081,0.783696041,62.91054965,1.164936385,-0.122113513,0.365022245,2.530596278,-2.995992205,-13.68927506
-4.078135837,1.400465973,-0.344997882,66.73651522,1.083950303,0.026406762,0.411511787,2.341945138,-5.926465513,3.705587214
-4.187124501,1.385907618,-0.03262373,65.70121729,1.133490038,-0.146145846,0.335574027,2.482075593,-6.521492085,4.584548859
-3.952094878,1.36049154,-1.627810714,45.54758294,0.861021648,-0.38278688,0.266794567,2.347320051,-4.254045113,33.17329796
6.013604996,1.326330109,-0.273525188,61.71894427,1.186371242,0.05489966,0.124771469,2.384403459,-5.566466667,34.72041062
3.795319251,1.269515066,0.11283428,72.24241001,0.983800198,0.193301938,0.242151473,2.811913824,-0.435847829,1.154318187
-3.533770178,1.408629054,-0.934876339,55.30107758,0.957603517,-0.600136546,0.405148564,2.953213578,1.746462522,30.07846173
5.155428263,1.139285529,-0.24892158,57.5224892,0.999977984,-0.11981911,0.178541851,3.018216197,13.54135208,5.599411491
5.769977342,1.162505936,0.215129498,59.09151156,1.099788931,0.00221702,0.238471231,2.770885727,10.6519406,10.56063722
1.713749749,1.329373369,-1.00480625,65.27942063,0.849434124,-0.033589439,0.268840412,2.866434645,11.75920589,3.963104862
-2.91846941,1.21180802,0.448329025,60.44426456,1.079715817,-0.517067062,0.208367224,3.088810432,5.857389294,-19.05877742
-4.458592158,1.355237631,-0.211609697,56.38135109,1.098747653,-0.280549609,0.252850878,2.740413761,-4.126468368,-17.57072187
-0.728036691,1.285888593,1.110126531,61.37558807,1.016782917,0.240194838,0.169795315,2.63713041,0.579515412,8.494760581
5.336611117,1.231982815,0.871258111,71.9496323,1.124150384,0.475460712,0.10748694,2.402629541,-0.080495659,9.375203453
4.414513031,1.224398648,1.996953763,73.79562038,1.054534125,0.565104342,0.183056859,2.470637251,0.664919782,8.494760581
1.739691376,1.109979439,0.941369396,0,0.656533633,-0.422950665,0.287618894,3.219452412,9.492470645,1.154318187
-3.694734641,1.565297733,0.727956869,76.16210118,1.071237794,-0.355566556,0.335707071,2.579992833,-7.478037913,-16.90169086
-3.719646271,1.636360876,0.6675903,75.3906414,0.98918724,-0.239669963,0.255649071,2.546377606,-7.021736357,8.597739515
-3.174424076,1.376964225,1.207577054,72.04823804,0.772044339,-0.429051835,0.254046222,3.021421703,-2.110559406,-1.239243146
5.499971373,1.214705353,1.386545,60.30758635,1.156764294,-0.162907959,0.365629631,2.687176652,6.168448666,25.09704627
6.189741344,1.233948303,1.721962112,75.75147168,1.159269333,0.167972779,0.160403817,2.946130345,4.893962328,1.154318187
-2.418285143,1.143459586,0.137755764,56.81292978,0.999567741,-0.611478992,0.12726249,2.555742351,9.929250959,1.154318187
0.653818695,1.186347634,1.220728079,52.14133396,1.042202854,0.28204926,0.166255,2.927971938,7.240792347,-0.694379382
0.449938149,1.060037589,1.035542241,58.75703905,1.01939444,-0.190734075,0.146750758,3.182908375,15.79045151,-0.664599996
